City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
297,Gasa,PS,49.98,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
298,Hithadhoo,MV,81.05,overcast clouds,-0.6,73.0833,Scoop Guest House
300,Didsbury,GB,47.55,broken clouds,53.417,-2.2315,Eleven Didsbury Park
301,Jacareacanga,BR,75.24,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
302,Meulaboh,ID,77.63,overcast clouds,4.1363,96.1285,Kost Pria
303,Callaway,US,48.97,clear sky,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
304,Safaga,EG,57.15,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
305,Quatre Cocos,MU,80.71,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
311,Manado,ID,75.97,scattered clouds,1.487,124.8455,Aryaduta Hotel
312,San Jose,US,63.86,clear sky,37.3394,-121.895,The Westin San Jose
313,Aquiraz,BR,84.29,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
315,Gaoual,GN,85.8,scattered clouds,11.75,-13.2,Hotel koliba
318,Ghanzi,BW,75.18,broken clouds,-21.5667,21.7833,Ghanzi Farmhouse
319,Rocha,UY,77.54,clear sky,-34.4833,-54.3333,Hotel Arrarte
320,Grand Gaube,MU,81.0,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
322,Port Lincoln,AU,64.36,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
324,Ouahigouya,BF,75.43,scattered clouds,13.5828,-2.4216,Hotel Liberte
328,Esperance,AU,64.24,clear sky,-33.8667,121.9,Hospitality Esperance
329,Andilamena,MG,66.58,overcast clouds,-17.0167,48.5833,Police men home Andilamina
330,Russell,US,43.05,clear sky,32.3502,-85.1999,Macs
332,Fomboni,KM,82.69,overcast clouds,-12.28,43.7425,Auberge les abou
333,Ramtek,IN,52.56,clear sky,21.4,79.3333,"Tambulkar Sir Home (""Janaki Laxmi"")"
336,Bafq,IR,50.72,few clouds,31.6128,55.4107,Alamdar Hotel
338,Taltal,CL,69.03,clear sky,-25.4,-70.4833,Residencial Karime
339,Hondo,JP,43.95,overcast clouds,32.45,130.2,ホテル河丁
341,Bilma,NE,61.99,clear sky,18.6853,12.9164,Expeditions Ténére voyages
342,Ahipara,NZ,64.6,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
344,Fallon,US,47.91,scattered clouds,39.4735,-118.7774,Best Western Fallon Inn & Suites
345,Walla Walla,US,40.05,overcast clouds,46.0646,-118.343,"Holiday Inn Express Walla Walla, an IHG Hotel"
346,Bani,DO,87.24,clear sky,18.2833,-70.3333,Hospedaje Henriquez
347,Dingle,PH,74.71,clear sky,10.9995,122.6711,SEGAYA PROPERTY
348,Malanville,BJ,75.61,clear sky,11.8685,3.3899,Hotel Sejour du Sahel
349,Teahupoo,PF,75.16,broken clouds,-17.8333,-149.2667,Vanira Lodge
350,Bima,ID,76.73,moderate rain,-8.4667,118.7167,Lambitu Hotel
351,Qui Nhon,VN,71.24,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
352,Domodossola,IT,42.85,clear sky,46.1165,8.2931,Eurossola
358,Jackson,US,60.04,clear sky,42.4165,-122.8345,Agate Village Apartments
361,Las Palmas,ES,61.59,haze,28.4204,-14.0131,Casillas De Morales 59.
364,Mayumba,GA,77.86,broken clouds,-3.432,10.6554,LIKWALE LODGE
366,Cambrils,ES,55.06,clear sky,41.0748,1.0524,Sol Port Cambrils
368,Locri,IT,51.71,clear sky,38.2414,16.2623,Grand Hotel President
369,Nuevo Progreso,MX,65.53,broken clouds,23.1667,-97.95,Balneario Rio el Paraiso
370,Pali,IN,58.69,clear sky,25.7667,73.3333,HOTEL THE AMBA VILAS
372,Ukiah,US,65.37,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
373,Lae,PG,75.85,overcast clouds,-6.7221,146.9847,Phils Hotel
374,Alamos,MX,82.31,clear sky,27.0167,-108.9333,Luz del Sol
375,Rock Sound,BS,64.24,overcast clouds,24.9,-76.2,Pink Corral Bay Property
378,Storm Lake,US,47.35,clear sky,42.6411,-95.2097,King's Pointe Resort
379,Samarai,PG,79.72,light rain,-10.6167,150.6667,Nuli Sapi
380,Weligama,LK,77.25,overcast clouds,5.9667,80.4167,Weligama Bay Resort
382,Kigoma,TZ,74.07,light rain,-4.8769,29.6267,MJI Mwema Lodge
383,Nelson Bay,AU,72.95,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
386,Lompoc,US,68.09,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
389,Kerema,PG,77.13,overcast clouds,-7.9631,145.7785,Frena Lodge
391,Itaituba,BR,77.16,moderate rain,-4.2761,-55.9836,Hotel Campos
394,Byron Bay,AU,71.55,broken clouds,-28.65,153.6167,Backpackers Inn
398,Belmonte,BR,86.5,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
401,Kaeo,NZ,66.33,broken clouds,-35.1,173.7833,Bushido Lodge
402,Macas,EC,82.15,scattered clouds,-2.3167,-78.1167,Casa Upano
408,Dharchula,IN,44.51,clear sky,29.85,80.5333,Mahara Hotel
409,Willich,DE,52.72,broken clouds,51.2667,6.55,Hotel Düsseldorf Krefeld Affiliated by Meliá
410,Shenjiamen,CN,40.19,light rain,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
411,Isangel,VU,77.11,moderate rain,-19.55,169.2667,Tanna Lodge
412,Rasht,IR,40.82,mist,37.2808,49.5832,CCTV industry Yara
413,Yarada,IN,64.72,mist,17.65,83.2667,Yarada Jungle Beach Resorts
414,Ndjole,GA,78.44,overcast clouds,-0.1783,10.7649,Motel Kédyann
415,Bad Aussee,AT,42.01,broken clouds,47.61,13.7824,Spa Hotel Restaurant Erzherzog Johann
416,Te Anau,NZ,57.4,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
418,Sungaipenuh,ID,64.8,overcast clouds,-2.0833,101.3833,penginapan citra alam
420,Tiarei,PF,80.62,overcast clouds,-17.5333,-149.3333,Le Rocher de Tahiti
422,Berbera,SO,73.72,broken clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
424,Makakilo City,US,77.68,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
425,Flinders,AU,73.2,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
427,Labuan,MY,79.16,few clouds,5.2767,115.2417,Tiara Labuan Hotel
430,Alyangula,AU,80.47,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
431,Jaisalmer,IN,64.11,clear sky,26.9147,70.9181,Hotel Fifu
432,Lodwar,KE,87.06,clear sky,3.1191,35.5973,Solmar Gracious Hotel
433,Coahuayana,MX,85.48,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
435,Ibimirim,BR,72.86,overcast clouds,-8.5406,-37.6903,Hotel Paulistão
436,Tabora,TZ,65.39,overcast clouds,-5.0167,32.8,Barcelona Lodge
437,Kota Kinabalu,MY,76.98,few clouds,5.9749,116.0724,Gaya Centre Hotel
440,Urrao,CO,78.13,broken clouds,6.3152,-76.1342,Finca Hotel Riomanso
441,Kabompo,ZM,65.39,light rain,-13.5927,24.2008,Big Tree
442,Mamallapuram,IN,79.05,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
443,Moussoro,TD,66.63,clear sky,13.6408,16.4901,Hôtel Salama
445,Akyab,MM,57.88,clear sky,20.15,92.9,Hotel Memory
446,Angul,IN,56.62,few clouds,20.85,85.1,Bluebay 08 satkosia Tarava
449,Mabaruma,GY,80.01,scattered clouds,8.2,-59.7833,Monty Brooms Guest House
450,Najran,SA,63.25,few clouds,17.4924,44.1277,محمد هادي ال فطيح
451,Ugoofaaru,MV,82.11,broken clouds,5.6667,73.0,Ungoofaaru Inn
455,Namatanai,PG,79.48,light rain,-3.6667,152.4333,Seagulls Inn Namatani
456,Ca Mau,VN,73.87,scattered clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
457,Vila Velha,BR,85.95,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
458,Soubre,CI,80.47,broken clouds,5.7856,-6.6083,Lynd Hotels Soubre
459,Vila,PT,43.93,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
460,Lorengau,PG,80.15,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
461,Gat,IL,49.41,clear sky,31.61,34.7642,OlusHome
462,Tura,IN,50.94,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
463,Quelimane,MZ,82.35,few clouds,-17.8786,36.8883,Hotel Flamingo
464,Port Hardy,CA,46.76,overcast clouds,50.6996,-127.4199,Airport Inn-Port Hardy
468,Alto Piquiri,BR,78.19,scattered clouds,-24.0281,-53.4406,Hotel Frison
469,Victor Harbor,AU,66.72,clear sky,-35.5667,138.6167,McCracken Country Club
471,Alta Floresta,BR,82.22,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
472,Laguna,US,66.34,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
476,Grand-Santi,GF,84.25,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
478,Ngozi,BI,59.4,overcast clouds,-2.9075,29.8306,Ruhuka Hotel
479,Mandera,KE,83.59,clear sky,3.9366,41.867,Mwalimu Guest mandera
480,Swindon,GB,46.89,clear sky,51.558,-1.7812,"Holiday Inn Express Swindon City Centre, an IHG Hotel"
482,Shakawe,BW,66.92,overcast clouds,-18.3667,21.85,Ditlhapi Guest House
483,Shasta Lake,US,64.92,clear sky,40.6804,-122.3708,Shasta Dam Motel
485,Aplahoue,BJ,81.14,overcast clouds,6.9333,1.6833,Hotel ARNOGOS
486,Maputo,MZ,75.22,broken clouds,-25.9653,32.5892,Pestana Rovuma
488,Poum,NC,80.89,scattered clouds,-20.2333,164.0167,Gîte kajeon
489,Jacqueville,CI,84.11,broken clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
491,Kahului,US,78.06,few clouds,20.8947,-156.47,Maui Seaside Hotel
494,Yulara,AU,80.44,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
495,Guerrero Negro,MX,71.17,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
496,Mount Isa,AU,74.97,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
