City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Dingle,10.9995,122.6711,74.71,91,9,1.57,PH,clear sky
348,Malanville,11.8685,3.3899,75.61,14,2,9.24,BJ,clear sky
349,Teahupoo,-17.8333,-149.2667,75.16,75,79,15.32,PF,broken clouds
350,Bima,-8.4667,118.7167,76.73,91,100,1.41,ID,moderate rain
351,Qui Nhon,13.7667,109.2333,71.24,86,100,6.15,VN,overcast clouds
352,Domodossola,46.1165,8.2931,42.85,42,3,9.98,IT,clear sky
353,Mago,53.2514,140.1822,-12.03,99,100,2.75,RU,overcast clouds
354,Tiksi,71.6872,128.8694,-8.52,99,53,4.25,RU,broken clouds
355,Kasongo-Lunda,-6.4667,16.8167,76.21,76,100,1.36,CD,overcast clouds
356,Sioux Lookout,50.1001,-91.917,8.98,78,100,5.75,CA,overcast clouds
357,Puerto Ayacucho,5.6639,-67.6236,92.98,22,82,11.39,VE,broken clouds
358,Jackson,42.4165,-122.8345,60.04,65,0,0.0,US,clear sky
359,Pangnirtung,66.1451,-65.7125,-14.8,70,100,4.61,CA,light snow
360,Yoichi,43.2039,140.7703,19.22,73,100,21.79,JP,light snow
361,Las Palmas,28.4204,-14.0131,61.59,82,0,5.75,ES,haze
362,Lawrenceburg,38.0373,-84.8966,27.66,60,0,5.99,US,clear sky
363,Ljubinje,42.9508,18.0886,38.03,64,74,5.66,BA,broken clouds
364,Mayumba,-3.432,10.6554,77.86,89,73,3.96,GA,broken clouds
365,Udachnyy,66.4167,112.4,-23.48,100,36,3.18,RU,scattered clouds
366,Cambrils,41.0748,1.0524,55.06,58,0,3.0,ES,clear sky
367,Olafsvik,64.8945,-23.7142,38.46,69,100,28.07,IS,overcast clouds
368,Locri,38.2414,16.2623,51.71,60,4,8.34,IT,clear sky
369,Nuevo Progreso,23.1667,-97.95,65.53,39,59,4.18,MX,broken clouds
370,Pali,25.7667,73.3333,58.69,26,0,1.66,IN,clear sky
371,Sept-Iles,50.2001,-66.3821,5.05,60,100,4.0,CA,overcast clouds
372,Ukiah,39.1502,-123.2078,65.37,37,0,1.34,US,clear sky
373,Lae,-6.7221,146.9847,75.85,87,100,7.05,PG,overcast clouds
374,Alamos,27.0167,-108.9333,82.31,18,0,5.35,MX,clear sky
375,Rock Sound,24.9,-76.2,64.24,63,100,28.52,BS,overcast clouds
376,Ayagoz,47.9714,80.4392,12.06,82,100,4.38,KZ,light snow
377,Witu,-2.3889,40.4382,78.96,81,40,8.23,KE,scattered clouds
378,Storm Lake,42.6411,-95.2097,47.35,42,0,18.41,US,clear sky
379,Samarai,-10.6167,150.6667,79.72,80,100,9.6,PG,light rain
380,Weligama,5.9667,80.4167,77.25,88,99,6.24,LK,overcast clouds
381,Okha,53.5739,142.9478,-14.39,91,85,8.97,RU,overcast clouds
382,Kigoma,-4.8769,29.6267,74.07,78,100,3.85,TZ,light rain
383,Nelson Bay,-32.7167,152.15,72.95,89,91,9.22,AU,overcast clouds
384,Sergeyevka,53.88,67.4158,3.9,91,100,5.7,KZ,overcast clouds
385,Umm Kaddadah,13.6017,26.6876,58.41,17,7,13.51,SD,clear sky
386,Lompoc,34.6391,-120.4579,68.09,42,0,5.75,US,clear sky
387,Jiayuguan,39.8167,98.3,12.99,62,3,3.13,CN,clear sky
388,Sintereag,47.1833,24.3,23.29,97,76,2.08,RO,broken clouds
389,Kerema,-7.9631,145.7785,77.13,84,100,2.42,PG,overcast clouds
390,Turukhansk,65.8167,87.9833,2.21,95,100,9.95,RU,overcast clouds
391,Itaituba,-4.2761,-55.9836,77.16,100,100,17.27,BR,moderate rain
392,Kangaatsiaq,68.3065,-53.4641,5.83,93,100,9.53,GL,light snow
393,Yar-Sale,66.8333,70.8333,-8.9,96,97,8.72,RU,overcast clouds
394,Byron Bay,-28.65,153.6167,71.55,84,65,8.14,AU,broken clouds
395,Ulaangom,49.9811,92.0667,-21.37,95,100,2.53,MN,overcast clouds
396,Sorland,67.667,12.6934,32.68,77,100,16.4,NO,light snow
397,Baykit,61.67,96.37,-1.16,100,99,0.96,RU,overcast clouds
398,Belmonte,-15.8631,-38.8828,86.5,74,18,11.14,BR,few clouds
399,Ust-Kulom,61.6864,53.6902,8.89,99,98,4.99,RU,overcast clouds
400,Bulgan,48.8125,103.5347,-6.63,94,97,4.65,MN,overcast clouds
401,Kaeo,-35.1,173.7833,66.33,81,57,10.85,NZ,broken clouds
402,Macas,-2.3167,-78.1167,82.15,65,40,4.61,EC,scattered clouds
403,Anadyr,64.75,177.4833,-12.5,75,40,1.99,RU,fog
404,Vuktyl,63.8567,57.3094,13.15,92,100,10.47,RU,overcast clouds
405,Vysokogornyy,50.1167,139.15,-19.82,100,93,3.22,RU,overcast clouds
406,Vestmanna,62.1564,-7.1664,32.92,64,75,28.77,FO,broken clouds
407,Snasa,64.2457,12.3778,35.13,99,100,4.32,NO,light snow
408,Dharchula,29.85,80.5333,44.51,46,1,8.28,IN,clear sky
409,Willich,51.2667,6.55,52.72,80,75,8.01,DE,broken clouds
410,Shenjiamen,29.9576,122.298,40.19,96,100,18.57,CN,light rain
411,Isangel,-19.55,169.2667,77.11,88,100,5.75,VU,moderate rain
412,Rasht,37.2808,49.5832,40.82,100,0,0.0,IR,mist
413,Yarada,17.65,83.2667,64.72,82,20,2.3,IN,mist
414,Ndjole,-0.1783,10.7649,78.44,84,98,3.96,GA,overcast clouds
415,Bad Aussee,47.61,13.7824,42.01,91,63,5.91,AT,broken clouds
416,Te Anau,-45.4167,167.7167,57.4,89,100,1.74,NZ,light rain
417,Naantali,60.4674,22.0243,34.11,100,100,12.66,FI,light snow
418,Sungaipenuh,-2.0833,101.3833,64.8,97,99,1.79,ID,overcast clouds
419,Aloja,57.7669,24.8825,30.96,96,100,19.6,LV,snow
420,Tiarei,-17.5333,-149.3333,80.62,74,99,13.89,PF,overcast clouds
421,Manzhouli,49.6,117.4333,-11.79,95,14,5.26,CN,few clouds
422,Berbera,10.4396,45.0143,73.72,71,54,5.84,SO,broken clouds
423,Pervomayskoye,43.919,46.7102,37.02,86,99,11.88,RU,overcast clouds
424,Makakilo City,21.3469,-158.0858,77.68,62,0,3.44,US,clear sky
425,Flinders,-34.5833,150.8552,73.2,86,100,5.99,AU,overcast clouds
426,Tafresh,34.692,50.013,27.91,51,0,4.7,IR,clear sky
427,Labuan,5.2767,115.2417,79.16,94,20,0.0,MY,few clouds
428,Edd,13.9297,41.6925,78.78,74,10,9.69,ER,clear sky
429,Akureyri,65.6835,-18.0878,28.33,59,75,19.57,IS,broken clouds
430,Alyangula,-13.8483,136.4192,80.47,89,100,8.05,AU,overcast clouds
431,Jaisalmer,26.9147,70.9181,64.11,21,0,6.6,IN,clear sky
432,Lodwar,3.1191,35.5973,87.06,31,6,9.6,KE,clear sky
433,Coahuayana,18.7333,-103.6833,85.48,39,0,7.63,MX,clear sky
434,Jumla,29.2747,82.1838,32.34,50,0,4.63,NP,clear sky
435,Ibimirim,-8.5406,-37.6903,72.86,74,100,3.8,BR,overcast clouds
436,Tabora,-5.0167,32.8,65.39,88,100,4.63,TZ,overcast clouds
437,Kota Kinabalu,5.9749,116.0724,76.98,88,20,0.0,MY,few clouds
438,Emmett,43.8735,-116.4993,29.93,75,54,5.01,US,broken clouds
439,Skjervoy,70.0311,20.9714,26.94,62,6,12.12,NO,clear sky
440,Urrao,6.3152,-76.1342,78.13,74,60,2.75,CO,broken clouds
441,Kabompo,-13.5927,24.2008,65.39,96,100,3.76,ZM,light rain
442,Mamallapuram,12.6264,80.1722,79.05,77,95,12.35,IN,overcast clouds
443,Moussoro,13.6408,16.4901,66.63,12,4,14.27,TD,clear sky
444,Ostrovnoy,68.0531,39.5131,13.37,89,100,15.12,RU,overcast clouds
445,Akyab,20.15,92.9,57.88,71,1,11.65,MM,clear sky
446,Angul,20.85,85.1,56.62,40,20,3.98,IN,few clouds
447,Tubuala,9.5167,-79.0333,91.56,69,19,11.14,PA,few clouds
448,Ozinki,51.1786,49.6769,27.28,97,100,11.01,RU,light snow
449,Mabaruma,8.2,-59.7833,80.01,65,31,6.55,GY,scattered clouds
450,Najran,17.4924,44.1277,63.25,36,15,3.18,SA,few clouds
451,Ugoofaaru,5.6667,73.0,82.11,73,67,15.61,MV,broken clouds
452,Palmer,42.1584,-72.3287,16.9,79,100,5.99,US,light snow
453,Slantsy,59.1182,28.0914,26.22,90,100,19.24,RU,snow
454,Belousovka,50.1339,82.5239,-8.0,77,40,4.47,KZ,mist
455,Namatanai,-3.6667,152.4333,79.48,81,100,2.26,PG,light rain
456,Ca Mau,9.1769,105.15,73.87,85,32,2.91,VN,scattered clouds
457,Vila Velha,-20.3297,-40.2925,85.95,77,20,18.99,BR,few clouds
458,Soubre,5.7856,-6.6083,80.47,64,79,3.18,CI,broken clouds
459,Vila,42.0304,-8.1588,43.93,35,5,4.74,PT,clear sky
460,Lorengau,-2.0226,147.2712,80.15,81,98,7.65,PG,overcast clouds
461,Gat,31.61,34.7642,49.41,100,0,3.36,IL,clear sky
462,Tura,25.5198,90.2201,50.94,57,0,2.19,IN,clear sky
463,Quelimane,-17.8786,36.8883,82.35,83,20,8.05,MZ,few clouds
464,Port Hardy,50.6996,-127.4199,46.76,87,100,18.41,CA,overcast clouds
465,Flin Flon,54.7682,-101.865,4.84,66,40,3.44,CA,scattered clouds
466,Kijang,35.2442,129.2139,33.53,27,100,5.91,KR,overcast clouds
467,Tadine,-21.55,167.8833,79.43,88,100,12.44,NC,light rain
468,Alto Piquiri,-24.0281,-53.4406,78.19,79,36,9.08,BR,scattered clouds
469,Victor Harbor,-35.5667,138.6167,66.72,84,0,8.88,AU,clear sky
470,Kurilsk,45.2333,147.8833,22.05,76,99,10.29,RU,light snow
471,Alta Floresta,-9.8756,-56.0861,82.22,83,40,6.91,BR,scattered clouds
472,Laguna,38.421,-121.4238,66.34,60,0,1.01,US,clear sky
473,Ganzhou,28.8184,115.4327,34.47,95,76,3.71,CN,broken clouds
474,High Level,58.5169,-117.136,12.31,92,100,5.75,CA,light snow
475,Tonneins,44.3921,0.3124,35.71,86,6,4.56,FR,clear sky
476,Grand-Santi,4.25,-54.3833,84.25,61,85,4.7,GF,overcast clouds
477,Hailar,49.2,119.7,-21.26,99,14,4.09,CN,few clouds
478,Ngozi,-2.9075,29.8306,59.4,83,91,3.06,BI,overcast clouds
479,Mandera,3.9366,41.867,83.59,22,2,9.06,KE,clear sky
480,Swindon,51.558,-1.7812,46.89,85,0,1.01,GB,clear sky
481,Ilulissat,69.2167,-51.1,14.02,52,75,18.41,GL,broken clouds
482,Shakawe,-18.3667,21.85,66.92,95,99,5.97,BW,overcast clouds
483,Shasta Lake,40.6804,-122.3708,64.92,30,0,2.86,US,clear sky
484,Yuzhno-Kurilsk,44.0306,145.8556,20.88,71,100,17.18,RU,light snow
485,Aplahoue,6.9333,1.6833,81.14,31,99,2.3,BJ,overcast clouds
486,Maputo,-25.9653,32.5892,75.22,89,75,8.01,MZ,broken clouds
487,Nadvoitsy,63.8667,34.3167,17.24,83,100,14.32,RU,overcast clouds
488,Poum,-20.2333,164.0167,80.89,79,40,8.93,NC,scattered clouds
489,Jacqueville,5.2052,-4.4146,84.11,84,71,9.89,CI,broken clouds
490,Rehoboth,-23.3167,17.0833,76.59,50,100,7.83,NA,light rain
491,Kahului,20.8947,-156.47,78.06,61,20,0.0,US,few clouds
492,Narsaq,60.9167,-46.05,17.82,94,99,3.78,GL,overcast clouds
493,Haines Junction,60.7522,-137.5108,12.15,67,99,12.66,CA,overcast clouds
494,Yulara,-25.2406,130.9889,80.44,65,100,14.97,AU,overcast clouds
495,Guerrero Negro,27.9769,-114.0611,71.17,28,8,7.56,MX,clear sky
496,Mount Isa,-20.7333,139.5,74.97,100,100,8.05,AU,overcast clouds
497,Labuhan,-6.8844,112.2051,78.53,85,100,6.26,ID,light rain
498,Baculin,7.4525,126.5842,75.56,83,100,4.92,PH,overcast clouds
499,Bengkulu,-3.8004,102.2655,76.19,90,100,3.89,ID,moderate rain
500,Minna,9.6139,6.5569,83.91,17,99,9.22,NG,haze
501,Rumoi,43.9344,141.6428,17.64,70,100,18.14,JP,light snow
502,Kabanjahe,3.1001,98.4908,65.16,94,100,1.86,ID,overcast clouds
503,Alibunan,11.1465,122.4591,73.56,92,8,1.9,PH,clear sky
504,Tvoroyri,61.5556,-6.8111,34.99,60,44,27.31,FO,scattered clouds
505,Vostok,46.4856,135.8833,-17.19,99,100,3.8,RU,overcast clouds
506,Hargeysa,9.56,44.065,56.75,78,5,9.57,SO,clear sky
507,Vanimo,-2.6741,141.3028,75.97,89,100,7.85,PG,overcast clouds
508,Qingdao,36.0986,120.3719,20.8,63,97,2.24,CN,overcast clouds
509,Mopipi,-21.1833,24.8833,76.75,64,100,17.58,BW,light rain
510,Angoram,-4.0625,144.0661,73.49,99,100,2.95,PG,overcast clouds
511,Sebastian,35.1668,-94.2669,57.11,34,0,9.42,US,clear sky
512,Luxeuil-Les-Bains,47.8171,6.365,38.46,93,100,8.05,FR,mist
513,Fortuna Foothills,32.6578,-114.4119,69.69,15,0,5.99,US,clear sky
514,Estelle,29.8458,-90.1067,53.06,23,0,3.0,US,clear sky
515,Bardejov,49.2918,21.2727,33.31,96,100,7.0,SK,overcast clouds
516,Nouadhibou,20.931,-17.0347,66.18,68,100,16.11,MR,overcast clouds
517,Amazar,53.858,120.875,-10.5,95,7,4.38,RU,clear sky
518,Novosheshminsk,55.0651,51.2338,10.8,94,100,7.2,RU,snow
519,Lianzhou,24.7811,112.3825,36.28,92,95,5.3,CN,light rain
520,Dakar,14.6937,-17.4441,71.73,73,0,13.8,SN,clear sky
521,Shagonar,51.5333,92.8,-13.61,96,100,1.68,RU,overcast clouds
522,Seguin,29.5688,-97.9647,67.71,25,0,7.0,US,clear sky
523,Hrubieszow,50.805,23.8925,29.89,94,100,21.12,PL,light snow
524,Colares,38.7992,-9.4469,61.57,39,0,5.01,PT,clear sky
525,Acajutla,13.5928,-89.8275,89.8,51,22,10.2,SV,few clouds
526,Kysyl-Syr,63.8986,122.7617,-15.81,100,99,4.74,RU,overcast clouds
527,Ambulu,-8.345,113.6058,76.35,91,100,2.53,ID,overcast clouds
528,Lovozero,68.005,35.0117,-2.83,96,76,4.9,RU,broken clouds
529,Yatou,37.15,122.3833,28.89,52,97,10.58,CN,overcast clouds
530,Suwannaphum,15.6035,103.8021,76.39,55,35,2.84,TH,scattered clouds
531,Kanina,-10.7341,25.4699,62.31,97,100,4.36,CD,light rain
532,Casalmaggiore,44.9939,10.4189,42.58,75,100,2.55,IT,overcast clouds
533,Broome,42.2506,-75.833,14.16,56,0,11.01,US,clear sky
534,Walvis Bay,-22.9575,14.5053,64.09,77,10,10.36,NA,clear sky
535,Novikovo,51.1537,37.8879,29.26,97,100,6.91,RU,overcast clouds
536,Clyde River,70.4692,-68.5914,-7.37,64,100,14.97,CA,snow
537,Acapulco,16.8634,-99.8901,85.82,66,20,10.36,MX,few clouds
538,Bilibino,68.0546,166.4372,-4.83,87,100,3.27,RU,overcast clouds
539,Yeppoon,-23.1333,150.7333,74.98,84,99,13.8,AU,overcast clouds
540,Alugan,12.2188,125.4808,77.97,86,57,4.61,PH,broken clouds
541,Traverse City,44.7631,-85.6206,21.94,67,100,9.22,US,overcast clouds
542,Katherine,-14.4667,132.2667,79.12,89,100,12.66,AU,overcast clouds
543,Hinjilikatu,19.4833,84.75,58.39,56,13,1.79,IN,few clouds
544,Deputatskiy,69.3,139.9,-18.67,87,100,2.06,RU,overcast clouds
545,Altay,47.8667,88.1167,1.85,52,18,7.74,CN,few clouds
546,Chapais,49.7834,-74.8492,-4.22,77,6,4.14,CA,clear sky
547,Urambo,-5.0667,32.05,65.19,91,100,4.18,TZ,overcast clouds
548,Tessalit,20.1986,1.0114,70.97,13,91,12.37,ML,overcast clouds
549,Ewa Beach,21.3156,-158.0072,79.09,61,0,10.0,US,clear sky
550,Meridian,43.6121,-116.3915,29.08,75,0,1.99,US,clear sky
551,Tver,56.8619,35.8931,20.62,95,100,3.98,RU,overcast clouds
552,Yelan-Kolenovskiy,51.1632,41.151,30.4,99,100,6.29,RU,light snow
553,Luganville,-15.5333,167.1667,78.73,89,100,8.3,VU,overcast clouds
554,Zarichne,51.8126,26.129,30.74,96,100,15.59,UA,snow
555,Lazaro Cardenas,17.9583,-102.2,83.77,57,0,8.52,MX,clear sky
556,Marshall,34.3834,-86.3333,37.08,35,0,5.99,US,clear sky
557,Roald,62.5833,6.1333,40.33,87,75,14.97,NO,broken clouds
558,Plyussa,58.4308,29.3654,23.22,84,100,14.61,RU,snow
559,Panaba,21.2833,-88.2667,72.19,46,99,15.26,MX,overcast clouds
560,Topchikha,52.8192,83.1185,3.78,100,66,3.67,RU,broken clouds
561,Martapura,-3.4167,114.85,77.09,94,93,2.3,ID,overcast clouds
562,Tieli,46.95,128.05,-3.78,100,100,3.0,CN,overcast clouds
563,Lander,42.833,-108.7307,40.98,44,0,0.0,US,clear sky
564,Sicamous,50.8331,-118.9856,32.18,91,100,3.06,CA,overcast clouds
565,Toul,48.6667,5.9167,44.4,100,100,19.57,FR,mist
566,Anloga,5.7947,0.8973,84.42,79,83,8.16,GH,broken clouds
567,Malanje,-9.5402,16.341,65.41,92,100,4.0,AO,overcast clouds
568,Barguzin,53.6167,109.6167,-12.39,95,87,2.06,RU,overcast clouds
569,Teknaf,20.8624,92.3058,55.89,75,0,9.24,BD,clear sky
570,Tilichiki,60.4667,166.1,20.37,71,100,14.05,RU,overcast clouds
571,Pabrade,55.0,25.7833,31.24,95,100,18.3,LT,snow
572,Sibu,2.3,111.8167,77.31,100,40,0.0,MY,scattered clouds
573,Capreol,46.706,-80.9225,13.55,48,20,1.01,CA,few clouds
574,Sunbury,-37.5833,144.7333,66.79,95,75,1.01,AU,broken clouds
575,Semey,50.4111,80.2275,9.19,78,100,14.9,KZ,overcast clouds
576,Pingliang,35.5392,106.6861,11.35,85,42,5.86,CN,scattered clouds
577,Vyartsilya,62.1764,30.693,23.85,81,100,14.92,RU,snow
578,Fernie,49.5,-115.0687,37.49,89,100,5.12,CA,overcast clouds
579,Nuuk,64.1835,-51.7216,9.88,84,100,13.0,GL,overcast clouds
580,Puerto Colombia,10.9878,-74.9547,86.09,72,1,18.57,CO,clear sky
581,Chumikan,54.7183,135.315,-1.37,89,100,20.47,RU,overcast clouds
582,Ucluelet,48.9329,-125.5528,43.09,89,100,1.01,CA,light rain
583,Bulata,9.8599,122.4016,79.0,81,35,0.65,PH,scattered clouds
584,Bahia Blanca,-38.7196,-62.2724,96.8,19,0,13.98,AR,clear sky
585,Waddan,29.1614,16.139,49.42,28,0,7.63,LY,clear sky
586,Carutapera,-1.195,-46.02,76.06,87,100,3.53,BR,light rain
587,Bischwiller,48.7659,7.8583,44.1,87,100,20.71,FR,overcast clouds
588,Coihaique,-45.5752,-72.0662,67.95,42,40,10.36,CL,scattered clouds
589,Grafton,42.207,-71.6856,18.21,80,100,3.0,US,heavy snow
590,Caceres,39.522,-6.3748,48.79,41,0,5.82,ES,clear sky
591,Berkakit,56.5807,124.7681,-8.36,92,100,10.83,RU,overcast clouds
592,Redondo,38.6487,-7.5471,52.83,42,0,6.87,PT,clear sky
593,Bembereke,10.2283,2.6634,76.77,17,11,5.77,BJ,few clouds
594,Uyemskiy,64.4743,40.8524,17.65,86,100,11.18,RU,overcast clouds
595,Evensk,61.95,159.2333,16.81,81,100,11.48,RU,overcast clouds
596,Nefteyugansk,61.0998,72.6035,-3.75,96,100,5.57,RU,overcast clouds
597,Tres Passos,-27.4556,-53.9319,73.6,57,88,9.57,BR,overcast clouds
598,Damietta,31.4165,31.8133,55.29,70,7,3.27,EG,clear sky
599,Kingman,35.1894,-114.053,57.54,15,87,4.68,US,overcast clouds
600,Akalkot,17.5333,76.2167,67.12,23,7,5.86,IN,clear sky
601,San Ramon,37.7799,-121.978,62.24,57,0,1.01,US,clear sky
602,Yangambi,0.8102,24.4336,73.53,39,5,1.72,CD,clear sky
603,Bundaberg,-24.85,152.35,73.69,96,75,3.0,AU,broken clouds
604,Escanaba,45.7453,-87.0646,20.68,67,0,9.22,US,clear sky
605,Sorong,-0.8833,131.25,80.42,80,99,8.3,ID,overcast clouds
606,Narok,-1.0783,35.8601,62.69,77,95,2.44,KE,overcast clouds
607,Opunake,-39.4556,173.8583,67.84,76,5,10.6,NZ,clear sky
608,Lakatoro,-16.0999,167.4164,80.96,83,97,6.33,VU,overcast clouds
609,Tambura,5.6,27.4667,71.47,22,4,4.92,SS,clear sky
610,Slave Lake,55.2834,-114.769,28.38,74,0,4.61,CA,clear sky
611,Aljezur,37.3191,-8.8033,54.63,57,32,6.11,PT,scattered clouds
612,Lincoln,40.8,-96.667,58.01,24,0,5.01,US,clear sky
613,Chor,25.5167,69.7667,65.32,38,0,6.62,PK,clear sky
614,Kiama,-34.6833,150.8667,73.38,87,100,1.01,AU,overcast clouds
615,Hamilton,39.1834,-84.5333,27.21,58,100,1.99,US,overcast clouds
616,Cap Malheureux,-19.9842,57.6142,81.09,75,81,3.0,MU,broken clouds
617,Urengoy,65.9667,78.3667,-14.13,99,99,7.14,RU,overcast clouds
618,La Asuncion,11.0333,-63.8628,79.39,70,97,15.28,VE,overcast clouds
619,High Rock,26.6208,-78.2833,55.42,61,11,28.36,BS,few clouds
620,Rosarito,32.3333,-117.0333,70.66,25,100,3.67,MX,overcast clouds
621,Lasa,46.6166,10.7002,45.48,60,5,8.63,IT,clear sky
622,Bac Lieu,9.285,105.7244,74.97,83,53,2.42,VN,broken clouds
623,Store Heddinge,55.3097,12.3889,43.27,69,93,44.49,DK,overcast clouds
624,Ormara,25.2088,64.6357,71.33,77,0,11.34,PK,clear sky
625,Port Macquarie,-31.4333,152.9167,66.88,100,98,0.0,AU,overcast clouds
626,Acarau,-2.8856,-40.12,81.91,67,95,10.65,BR,overcast clouds
627,Porto Novo,6.4965,2.6036,84.02,66,18,4.79,BJ,few clouds
628,Burnie,-41.0667,145.9167,60.94,95,76,8.52,AU,broken clouds
629,Muros,42.7762,-9.0603,55.9,78,14,4.43,ES,few clouds
630,Batagay-Alyta,67.8006,130.4114,-19.82,95,65,5.14,RU,broken clouds
631,Puri,19.8,85.85,57.72,40,5,3.29,IN,clear sky
632,Markova,48.6758,24.4138,27.55,74,100,10.56,UA,overcast clouds
633,Thiruvananthapuram,8.4833,76.9167,82.38,74,20,0.0,IN,mist
634,Jieshi,22.8134,115.8257,55.94,72,88,13.44,CN,overcast clouds
635,Daru,-9.0763,143.2092,78.33,85,100,10.85,PG,moderate rain
636,Strezhevoy,60.7333,77.5889,-2.02,99,100,3.98,RU,overcast clouds
637,Cairns,-16.9167,145.7667,75.15,94,40,8.05,AU,scattered clouds
638,Chicama,-7.8447,-79.1469,72.14,59,71,12.15,PE,broken clouds
639,Prince Rupert,54.3161,-130.3201,42.89,87,100,13.8,CA,light rain
640,Moose Factory,51.2585,-80.6094,3.2,55,0,3.44,CA,clear sky
641,Khovu-Aksy,51.1333,93.6,-12.8,89,100,4.56,RU,overcast clouds
642,Nantucket,41.2835,-70.0995,27.97,92,100,44.2,US,snow
643,Hostotipaquillo,21.0667,-104.0667,84.22,23,0,0.89,MX,clear sky
644,Arys,42.4252,68.795,35.82,80,51,4.92,KZ,broken clouds
645,Dalbandin,28.8947,64.4101,57.61,35,36,2.95,PK,scattered clouds
646,Vieste,41.8825,16.175,43.3,58,6,19.53,IT,clear sky
647,Podgornoye,51.735,39.1496,30.42,100,75,4.47,RU,mist
648,Lagoa,39.05,-27.9833,58.05,75,71,12.08,PT,broken clouds
649,Villa Del Rosario,7.8339,-72.4742,86.38,48,40,11.5,CO,scattered clouds
650,Tigil,57.8,158.6667,27.01,73,100,15.84,RU,overcast clouds
651,Bonavista,48.6499,-53.1147,34.12,87,100,18.34,CA,overcast clouds
652,Verkhoturye,58.8627,60.8054,0.41,100,100,2.71,RU,overcast clouds
653,Khani,41.9563,42.9566,24.37,84,93,6.11,GE,overcast clouds
654,Deniliquin,-35.5333,144.9667,66.0,73,100,5.53,AU,overcast clouds
655,Barra Do Garcas,-15.89,-52.2567,84.78,70,75,4.5,BR,broken clouds
656,Butte,39.6499,-121.5677,66.63,50,4,1.88,US,clear sky
657,Artigas,-30.4,-56.4667,91.13,18,0,13.38,UY,clear sky
658,Kloulklubed,7.0419,134.2556,81.5,77,53,6.17,PW,broken clouds
659,Shintomi,32.0785,131.4723,45.72,68,97,4.68,JP,overcast clouds
660,Taoudenni,22.6783,-3.9836,75.24,11,100,13.67,ML,overcast clouds
661,Stornoway,58.2093,-6.3865,40.03,75,20,1.01,GB,few clouds
662,Carroll,39.5501,-77.0164,25.45,39,0,8.01,US,clear sky
663,Belaya Gora,68.5333,146.4167,-12.59,99,100,1.57,RU,overcast clouds
664,Muisne,0.6,-80.0333,82.51,84,100,5.12,EC,light rain
665,Aklavik,68.2191,-135.0107,-15.77,76,75,4.61,CA,broken clouds
666,Hastings,50.8552,0.5729,50.81,79,4,13.04,GB,clear sky
667,Muroran,42.3172,140.9881,21.47,78,100,21.74,JP,light snow
668,Beringovskiy,63.05,179.3167,-11.31,100,99,4.05,RU,overcast clouds
669,Port Hedland,-20.3167,118.5667,82.45,74,100,9.22,AU,overcast clouds
670,Lososina,48.9975,140.3106,-4.59,74,16,7.99,RU,few clouds
671,Erenhot,43.6475,111.9767,6.8,88,100,7.94,CN,overcast clouds
672,Nhulunbuy,-12.2333,136.7667,81.21,83,100,11.5,AU,overcast clouds
673,Saquena,-4.6667,-73.5167,93.24,38,51,7.31,PE,broken clouds
674,Micheweni,-4.9667,39.8333,80.31,76,100,8.3,TZ,overcast clouds
675,Kizukuri,40.8061,140.3861,23.11,67,100,18.75,JP,light snow
676,Amapa,1.0,-52.0,75.38,97,100,3.15,BR,moderate rain
677,Auki,-8.7676,160.7034,77.85,89,98,6.64,SB,overcast clouds
678,Hobyo,5.3505,48.5268,77.11,77,19,24.34,SO,few clouds
679,Poli,-3.3333,36.8,63.84,80,100,2.86,TZ,overcast clouds
680,Uaua,-9.8414,-39.4817,73.72,77,100,8.63,BR,overcast clouds
681,Isiro,2.7739,27.616,69.13,38,94,3.44,CD,overcast clouds
682,Jamame,0.0722,42.7506,76.71,78,0,12.53,SO,clear sky
683,Eydhafushi,5.1033,73.0708,82.6,64,57,13.51,MV,broken clouds
684,Amarpur,25.0333,86.9,53.33,61,0,6.29,IN,clear sky
685,Port Augusta,-32.5,137.7667,72.72,56,60,8.01,AU,broken clouds
686,Severomuysk,56.1481,113.4267,-20.54,97,32,4.12,RU,scattered clouds
687,Susangerd,31.5608,48.1831,44.62,47,0,9.19,IR,clear sky
688,Le Port,-20.9373,55.2919,77.0,84,94,2.95,RE,overcast clouds
689,Palu,-0.8917,119.8707,75.43,95,100,2.33,ID,overcast clouds
690,Beira,-19.8436,34.8389,80.69,83,20,13.0,MZ,few clouds
691,Athabasca,54.7169,-113.2854,35.42,93,58,5.77,CA,broken clouds
692,Buala,-8.145,159.5921,80.35,83,100,7.38,SB,light rain
693,Canyon Lake,29.8752,-98.2625,66.97,25,48,8.01,US,scattered clouds
694,Mtimbira,-8.7833,36.35,70.34,99,96,3.15,TZ,overcast clouds
695,Santona,43.4439,-3.4576,47.35,75,8,10.04,ES,clear sky
696,Viesca,25.35,-102.8,59.36,46,0,1.48,MX,clear sky
697,Miandoab,36.9694,46.1027,17.87,87,15,5.5,IR,few clouds
698,Antalaha,-14.9003,50.2788,74.43,87,11,6.02,MG,few clouds
699,Durango,24.8333,-104.8333,62.08,38,1,4.72,MX,clear sky
700,Abbeville,50.1,1.8333,51.94,85,100,15.66,FR,overcast clouds
